new_idx,new_file,new_instance_id,source_buffer,source_local_idx,old_file,old_instance_id,instance_type,time_window_type,global_value
4136,solomon_dataset_4136_C_wide_1777582045.txt,solomon_dataset_4136_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3112,solomon_dataset_3112_C_wide_1777490079.txt,solomon_dataset_3112_C_wide_1777490079,C,wide,600.6258633578384
4137,solomon_dataset_4137_C_wide_1777582045.txt,solomon_dataset_4137_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3113,solomon_dataset_3113_C_wide_1777490079.txt,solomon_dataset_3113_C_wide_1777490079,C,wide,703.111284242421
4138,solomon_dataset_4138_C_narrow_1777582045.txt,solomon_dataset_4138_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3114,solomon_dataset_3114_C_narrow_1777490079.txt,solomon_dataset_3114_C_narrow_1777490079,C,narrow,636.6674027434069
4139,solomon_dataset_4139_C_wide_1777582045.txt,solomon_dataset_4139_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3115,solomon_dataset_3115_C_wide_1777490079.txt,solomon_dataset_3115_C_wide_1777490079,C,wide,566.9255480967272
4140,solomon_dataset_4140_C_wide_1777582045.txt,solomon_dataset_4140_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3116,solomon_dataset_3116_C_wide_1777490079.txt,solomon_dataset_3116_C_wide_1777490079,C,wide,613.8246656534358
4141,solomon_dataset_4141_C_narrow_1777582045.txt,solomon_dataset_4141_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3117,solomon_dataset_3117_C_narrow_1777490079.txt,solomon_dataset_3117_C_narrow_1777490079,C,narrow,493.72299412431755
4142,solomon_dataset_4142_C_narrow_1777582045.txt,solomon_dataset_4142_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3118,solomon_dataset_3118_C_narrow_1777490079.txt,solomon_dataset_3118_C_narrow_1777490079,C,narrow,781.2704051634813
4143,solomon_dataset_4143_C_narrow_1777582045.txt,solomon_dataset_4143_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3119,solomon_dataset_3119_C_narrow_1777490079.txt,solomon_dataset_3119_C_narrow_1777490079,C,narrow,658.8052928897617
4144,solomon_dataset_4144_R_narrow_1777582045.txt,solomon_dataset_4144_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3120,solomon_dataset_3120_R_narrow_1777490079.txt,solomon_dataset_3120_R_narrow_1777490079,R,narrow,1184.4537340899142
4145,solomon_dataset_4145_C_narrow_1777582045.txt,solomon_dataset_4145_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3121,solomon_dataset_3121_C_narrow_1777490079.txt,solomon_dataset_3121_C_narrow_1777490079,C,narrow,900.6399202490309
4146,solomon_dataset_4146_C_wide_1777582045.txt,solomon_dataset_4146_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3122,solomon_dataset_3122_C_wide_1777490079.txt,solomon_dataset_3122_C_wide_1777490079,C,wide,606.5201353780169
4147,solomon_dataset_4147_C_narrow_1777582045.txt,solomon_dataset_4147_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3123,solomon_dataset_3123_C_narrow_1777490079.txt,solomon_dataset_3123_C_narrow_1777490079,C,narrow,750.5788789502546
4148,solomon_dataset_4148_C_narrow_1777582045.txt,solomon_dataset_4148_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3124,solomon_dataset_3124_C_narrow_1777490079.txt,solomon_dataset_3124_C_narrow_1777490079,C,narrow,746.0896880895208
4149,solomon_dataset_4149_C_narrow_1777582045.txt,solomon_dataset_4149_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3125,solomon_dataset_3125_C_narrow_1777490079.txt,solomon_dataset_3125_C_narrow_1777490079,C,narrow,673.0005279788311
4150,solomon_dataset_4150_C_wide_1777582045.txt,solomon_dataset_4150_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3126,solomon_dataset_3126_C_wide_1777490079.txt,solomon_dataset_3126_C_wide_1777490079,C,wide,748.2164002231066
4151,solomon_dataset_4151_C_wide_1777582045.txt,solomon_dataset_4151_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3127,solomon_dataset_3127_C_wide_1777490079.txt,solomon_dataset_3127_C_wide_1777490079,C,wide,560.1692556186844
4152,solomon_dataset_4152_C_wide_1777582045.txt,solomon_dataset_4152_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3128,solomon_dataset_3128_C_wide_1777490079.txt,solomon_dataset_3128_C_wide_1777490079,C,wide,489.18672625246535
4153,solomon_dataset_4153_C_narrow_1777582045.txt,solomon_dataset_4153_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3129,solomon_dataset_3129_C_narrow_1777490079.txt,solomon_dataset_3129_C_narrow_1777490079,C,narrow,696.020580830932
4154,solomon_dataset_4154_C_wide_1777582045.txt,solomon_dataset_4154_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3130,solomon_dataset_3130_C_wide_1777490079.txt,solomon_dataset_3130_C_wide_1777490079,C,wide,529.0100160862402
4155,solomon_dataset_4155_C_wide_1777582045.txt,solomon_dataset_4155_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3131,solomon_dataset_3131_C_wide_1777490079.txt,solomon_dataset_3131_C_wide_1777490079,C,wide,920.6477364569956
4156,solomon_dataset_4156_C_narrow_1777582045.txt,solomon_dataset_4156_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3132,solomon_dataset_3132_C_narrow_1777490079.txt,solomon_dataset_3132_C_narrow_1777490079,C,narrow,601.7456386896524
4157,solomon_dataset_4157_C_wide_1777582045.txt,solomon_dataset_4157_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3133,solomon_dataset_3133_C_wide_1777490079.txt,solomon_dataset_3133_C_wide_1777490079,C,wide,279.0265910266636
4158,solomon_dataset_4158_C_narrow_1777582045.txt,solomon_dataset_4158_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3134,solomon_dataset_3134_C_narrow_1777490079.txt,solomon_dataset_3134_C_narrow_1777490079,C,narrow,836.5005673986993
4159,solomon_dataset_4159_RC_narrow_1777582045.txt,solomon_dataset_4159_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3135,solomon_dataset_3135_RC_narrow_1777490079.txt,solomon_dataset_3135_RC_narrow_1777490079,RC,narrow,937.5277514549612
4160,solomon_dataset_4160_C_narrow_1777582045.txt,solomon_dataset_4160_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3136,solomon_dataset_3136_C_narrow_1777490079.txt,solomon_dataset_3136_C_narrow_1777490079,C,narrow,1193.222459882584
4161,solomon_dataset_4161_C_wide_1777582045.txt,solomon_dataset_4161_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3137,solomon_dataset_3137_C_wide_1777490079.txt,solomon_dataset_3137_C_wide_1777490079,C,wide,684.2797421291017
4162,solomon_dataset_4162_C_wide_1777582045.txt,solomon_dataset_4162_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3138,solomon_dataset_3138_C_wide_1777490079.txt,solomon_dataset_3138_C_wide_1777490079,C,wide,600.2284035624418
4163,solomon_dataset_4163_C_narrow_1777582045.txt,solomon_dataset_4163_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3139,solomon_dataset_3139_C_narrow_1777490079.txt,solomon_dataset_3139_C_narrow_1777490079,C,narrow,721.7769817646496
4164,solomon_dataset_4164_C_wide_1777582045.txt,solomon_dataset_4164_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3140,solomon_dataset_3140_C_wide_1777490079.txt,solomon_dataset_3140_C_wide_1777490079,C,wide,609.9533584482211
4165,solomon_dataset_4165_C_wide_1777582045.txt,solomon_dataset_4165_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3141,solomon_dataset_3141_C_wide_1777490079.txt,solomon_dataset_3141_C_wide_1777490079,C,wide,662.049156644855
4166,solomon_dataset_4166_C_wide_1777582045.txt,solomon_dataset_4166_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3142,solomon_dataset_3142_C_wide_1777490079.txt,solomon_dataset_3142_C_wide_1777490079,C,wide,459.2740443486616
4167,solomon_dataset_4167_C_narrow_1777582045.txt,solomon_dataset_4167_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3143,solomon_dataset_3143_C_narrow_1777490079.txt,solomon_dataset_3143_C_narrow_1777490079,C,narrow,917.4555229681763
4168,solomon_dataset_4168_C_wide_1777582045.txt,solomon_dataset_4168_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3144,solomon_dataset_3144_C_wide_1777490079.txt,solomon_dataset_3144_C_wide_1777490079,C,wide,663.1933493168959
4169,solomon_dataset_4169_C_wide_1777582045.txt,solomon_dataset_4169_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3145,solomon_dataset_3145_C_wide_1777490079.txt,solomon_dataset_3145_C_wide_1777490079,C,wide,501.5733175191879
4170,solomon_dataset_4170_C_wide_1777582045.txt,solomon_dataset_4170_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3146,solomon_dataset_3146_C_wide_1777490079.txt,solomon_dataset_3146_C_wide_1777490079,C,wide,492.14007131541354
4171,solomon_dataset_4171_R_wide_1777582045.txt,solomon_dataset_4171_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3147,solomon_dataset_3147_R_wide_1777490079.txt,solomon_dataset_3147_R_wide_1777490079,R,wide,1029.5003317206886
4172,solomon_dataset_4172_C_wide_1777582045.txt,solomon_dataset_4172_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3148,solomon_dataset_3148_C_wide_1777490079.txt,solomon_dataset_3148_C_wide_1777490079,C,wide,562.9970978029122
4173,solomon_dataset_4173_C_wide_1777582045.txt,solomon_dataset_4173_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3149,solomon_dataset_3149_C_wide_1777490079.txt,solomon_dataset_3149_C_wide_1777490079,C,wide,505.0815326792516
4174,solomon_dataset_4174_R_narrow_1777582045.txt,solomon_dataset_4174_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3150,solomon_dataset_3150_R_narrow_1777490079.txt,solomon_dataset_3150_R_narrow_1777490079,R,narrow,1347.7250985920252
4175,solomon_dataset_4175_C_wide_1777582045.txt,solomon_dataset_4175_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3151,solomon_dataset_3151_C_wide_1777490079.txt,solomon_dataset_3151_C_wide_1777490079,C,wide,781.0504885082314
4176,solomon_dataset_4176_C_wide_1777582045.txt,solomon_dataset_4176_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3152,solomon_dataset_3152_C_wide_1777490079.txt,solomon_dataset_3152_C_wide_1777490079,C,wide,557.9720061074048
4177,solomon_dataset_4177_R_narrow_1777582045.txt,solomon_dataset_4177_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3153,solomon_dataset_3153_R_narrow_1777490079.txt,solomon_dataset_3153_R_narrow_1777490079,R,narrow,1354.4293609194838
4178,solomon_dataset_4178_C_narrow_1777582045.txt,solomon_dataset_4178_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3154,solomon_dataset_3154_C_narrow_1777490079.txt,solomon_dataset_3154_C_narrow_1777490079,C,narrow,788.1544136117346
4179,solomon_dataset_4179_C_wide_1777582045.txt,solomon_dataset_4179_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3155,solomon_dataset_3155_C_wide_1777490079.txt,solomon_dataset_3155_C_wide_1777490079,C,wide,504.8464923524358
4180,solomon_dataset_4180_C_narrow_1777582045.txt,solomon_dataset_4180_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3156,solomon_dataset_3156_C_narrow_1777490079.txt,solomon_dataset_3156_C_narrow_1777490079,C,narrow,766.0264970079439
4181,solomon_dataset_4181_C_wide_1777582045.txt,solomon_dataset_4181_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3157,solomon_dataset_3157_C_wide_1777490079.txt,solomon_dataset_3157_C_wide_1777490079,C,wide,548.8955196915898
4182,solomon_dataset_4182_RC_wide_1777582045.txt,solomon_dataset_4182_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3158,solomon_dataset_3158_RC_wide_1777490079.txt,solomon_dataset_3158_RC_wide_1777490079,RC,wide,862.1620267724364
4183,solomon_dataset_4183_C_wide_1777582045.txt,solomon_dataset_4183_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3159,solomon_dataset_3159_C_wide_1777490079.txt,solomon_dataset_3159_C_wide_1777490079,C,wide,671.7567649342353
4184,solomon_dataset_4184_C_wide_1777582045.txt,solomon_dataset_4184_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3160,solomon_dataset_3160_C_wide_1777490079.txt,solomon_dataset_3160_C_wide_1777490079,C,wide,622.1788401579139
4185,solomon_dataset_4185_C_wide_1777582045.txt,solomon_dataset_4185_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3161,solomon_dataset_3161_C_wide_1777490079.txt,solomon_dataset_3161_C_wide_1777490079,C,wide,420.44452669214405
4186,solomon_dataset_4186_C_wide_1777582045.txt,solomon_dataset_4186_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3162,solomon_dataset_3162_C_wide_1777490079.txt,solomon_dataset_3162_C_wide_1777490079,C,wide,562.7947941851938
4187,solomon_dataset_4187_R_wide_1777582045.txt,solomon_dataset_4187_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3163,solomon_dataset_3163_R_wide_1777490079.txt,solomon_dataset_3163_R_wide_1777490079,R,wide,1164.2242080717938
4188,solomon_dataset_4188_C_wide_1777582045.txt,solomon_dataset_4188_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3164,solomon_dataset_3164_C_wide_1777490079.txt,solomon_dataset_3164_C_wide_1777490079,C,wide,799.682991033718
4189,solomon_dataset_4189_R_narrow_1777582045.txt,solomon_dataset_4189_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3165,solomon_dataset_3165_R_narrow_1777490079.txt,solomon_dataset_3165_R_narrow_1777490079,R,narrow,1468.2473210257847
4190,solomon_dataset_4190_C_narrow_1777582045.txt,solomon_dataset_4190_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3166,solomon_dataset_3166_C_narrow_1777490079.txt,solomon_dataset_3166_C_narrow_1777490079,C,narrow,663.2911140286263
4191,solomon_dataset_4191_C_wide_1777582045.txt,solomon_dataset_4191_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3167,solomon_dataset_3167_C_wide_1777490079.txt,solomon_dataset_3167_C_wide_1777490079,C,wide,572.7926133951962
4192,solomon_dataset_4192_C_narrow_1777582045.txt,solomon_dataset_4192_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3168,solomon_dataset_3168_C_narrow_1777490079.txt,solomon_dataset_3168_C_narrow_1777490079,C,narrow,900.3390645557859
4193,solomon_dataset_4193_C_narrow_1777582045.txt,solomon_dataset_4193_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3169,solomon_dataset_3169_C_narrow_1777490079.txt,solomon_dataset_3169_C_narrow_1777490079,C,narrow,1093.6470425756393
4194,solomon_dataset_4194_RC_narrow_1777582045.txt,solomon_dataset_4194_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3170,solomon_dataset_3170_RC_narrow_1777490079.txt,solomon_dataset_3170_RC_narrow_1777490079,RC,narrow,1035.033311650297
4195,solomon_dataset_4195_C_narrow_1777582045.txt,solomon_dataset_4195_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3171,solomon_dataset_3171_C_narrow_1777490079.txt,solomon_dataset_3171_C_narrow_1777490079,C,narrow,1047.6648882325776
4196,solomon_dataset_4196_C_narrow_1777582045.txt,solomon_dataset_4196_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3172,solomon_dataset_3172_C_narrow_1777490079.txt,solomon_dataset_3172_C_narrow_1777490079,C,narrow,1067.676094440595
4197,solomon_dataset_4197_C_narrow_1777582045.txt,solomon_dataset_4197_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3173,solomon_dataset_3173_C_narrow_1777490079.txt,solomon_dataset_3173_C_narrow_1777490079,C,narrow,777.8959452234843
4198,solomon_dataset_4198_C_narrow_1777582045.txt,solomon_dataset_4198_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3174,solomon_dataset_3174_C_narrow_1777490079.txt,solomon_dataset_3174_C_narrow_1777490079,C,narrow,691.631613490365
4199,solomon_dataset_4199_C_wide_1777582045.txt,solomon_dataset_4199_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3175,solomon_dataset_3175_C_wide_1777490079.txt,solomon_dataset_3175_C_wide_1777490079,C,wide,466.15718375004775
4200,solomon_dataset_4200_R_wide_1777582045.txt,solomon_dataset_4200_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3176,solomon_dataset_3176_R_wide_1777490079.txt,solomon_dataset_3176_R_wide_1777490079,R,wide,993.8215415837606
4201,solomon_dataset_4201_C_narrow_1777582045.txt,solomon_dataset_4201_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3177,solomon_dataset_3177_C_narrow_1777490079.txt,solomon_dataset_3177_C_narrow_1777490079,C,narrow,930.1917847576107
4202,solomon_dataset_4202_C_wide_1777582045.txt,solomon_dataset_4202_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3178,solomon_dataset_3178_C_wide_1777490079.txt,solomon_dataset_3178_C_wide_1777490079,C,wide,633.0168393889411
4203,solomon_dataset_4203_R_narrow_1777582045.txt,solomon_dataset_4203_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3179,solomon_dataset_3179_R_narrow_1777490079.txt,solomon_dataset_3179_R_narrow_1777490079,R,narrow,1443.6539581968148
4204,solomon_dataset_4204_C_narrow_1777582045.txt,solomon_dataset_4204_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3180,solomon_dataset_3180_C_narrow_1777490079.txt,solomon_dataset_3180_C_narrow_1777490079,C,narrow,870.4433299168927
4205,solomon_dataset_4205_RC_wide_1777582045.txt,solomon_dataset_4205_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3181,solomon_dataset_3181_RC_wide_1777490079.txt,solomon_dataset_3181_RC_wide_1777490079,RC,wide,825.2864367652121
4206,solomon_dataset_4206_C_narrow_1777582045.txt,solomon_dataset_4206_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3182,solomon_dataset_3182_C_narrow_1777490079.txt,solomon_dataset_3182_C_narrow_1777490079,C,narrow,723.4387410806979
4207,solomon_dataset_4207_RC_wide_1777582045.txt,solomon_dataset_4207_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3183,solomon_dataset_3183_RC_wide_1777490079.txt,solomon_dataset_3183_RC_wide_1777490079,RC,wide,872.2756080815694
4208,solomon_dataset_4208_C_narrow_1777582045.txt,solomon_dataset_4208_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3184,solomon_dataset_3184_C_narrow_1777490079.txt,solomon_dataset_3184_C_narrow_1777490079,C,narrow,1022.929909660886
4209,solomon_dataset_4209_C_wide_1777582045.txt,solomon_dataset_4209_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3185,solomon_dataset_3185_C_wide_1777490079.txt,solomon_dataset_3185_C_wide_1777490079,C,wide,544.6529443515961
4210,solomon_dataset_4210_C_wide_1777582045.txt,solomon_dataset_4210_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3186,solomon_dataset_3186_C_wide_1777490079.txt,solomon_dataset_3186_C_wide_1777490079,C,wide,555.5201106817098
4211,solomon_dataset_4211_C_narrow_1777582045.txt,solomon_dataset_4211_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3187,solomon_dataset_3187_C_narrow_1777490079.txt,solomon_dataset_3187_C_narrow_1777490079,C,narrow,549.8842397145154
4212,solomon_dataset_4212_R_wide_1777582045.txt,solomon_dataset_4212_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3188,solomon_dataset_3188_R_wide_1777490079.txt,solomon_dataset_3188_R_wide_1777490079,R,wide,1016.797115551783
4213,solomon_dataset_4213_C_narrow_1777582045.txt,solomon_dataset_4213_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3189,solomon_dataset_3189_C_narrow_1777490079.txt,solomon_dataset_3189_C_narrow_1777490079,C,narrow,659.6305579909863
4214,solomon_dataset_4214_C_wide_1777582045.txt,solomon_dataset_4214_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3190,solomon_dataset_3190_C_wide_1777490079.txt,solomon_dataset_3190_C_wide_1777490079,C,wide,551.6263167749883
4215,solomon_dataset_4215_C_wide_1777582045.txt,solomon_dataset_4215_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3191,solomon_dataset_3191_C_wide_1777490079.txt,solomon_dataset_3191_C_wide_1777490079,C,wide,685.8688779140191
4216,solomon_dataset_4216_C_narrow_1777582045.txt,solomon_dataset_4216_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3192,solomon_dataset_3192_C_narrow_1777490079.txt,solomon_dataset_3192_C_narrow_1777490079,C,narrow,770.6407256907402
4217,solomon_dataset_4217_C_narrow_1777582045.txt,solomon_dataset_4217_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3193,solomon_dataset_3193_C_narrow_1777490079.txt,solomon_dataset_3193_C_narrow_1777490079,C,narrow,676.9674638120713
4218,solomon_dataset_4218_RC_wide_1777582045.txt,solomon_dataset_4218_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3194,solomon_dataset_3194_RC_wide_1777490079.txt,solomon_dataset_3194_RC_wide_1777490079,RC,wide,845.1942827455421
4219,solomon_dataset_4219_C_narrow_1777582045.txt,solomon_dataset_4219_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3195,solomon_dataset_3195_C_narrow_1777490079.txt,solomon_dataset_3195_C_narrow_1777490079,C,narrow,882.2101195183385
4220,solomon_dataset_4220_C_narrow_1777582045.txt,solomon_dataset_4220_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3196,solomon_dataset_3196_C_narrow_1777490079.txt,solomon_dataset_3196_C_narrow_1777490079,C,narrow,650.425202202315
4221,solomon_dataset_4221_R_wide_1777582045.txt,solomon_dataset_4221_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,3197,solomon_dataset_3197_R_wide_1777490079.txt,solomon_dataset_3197_R_wide_1777490079,R,wide,979.3528462822242
